employee_id,department,job_level,employment_type,work_mode,age,tenure_years,annual_salary_usd,workload_score,overtime_hours_month,manager_support_score,promotion_wait_years,promotion_count,training_hours_year,satisfaction_score,engagement_score,performance_score,absenteeism_days_year,attrition
EMP-02666,Sales,Mid,Full-time,On-site,25,5.0,57700,5.9,2.8,5.9,0.6,1,30.9,6.7,6.0,5.1,1.6,1
EMP-02667,Sales,Entry,Full-time,On-site,33,2.1,50900,3.9,1.2,7.2,0.1,0,23.8,7.9,8.3,6.6,5.3,0
EMP-02668,HR,Senior,Full-time,On-site,49,10.1,79200,7.0,1.5,9.8,6.2,2,25.5,6.4,7.8,9.1,6.6,1
EMP-02669,Sales,Senior,Full-time,Hybrid,35,5.8,89000,8.0,3.9,4.7,1.0,1,44.4,4.7,2.6,7.1,7.3,0
EMP-02670,Sales,Entry,Full-time,Hybrid,31,3.2,37500,4.7,0.0,6.4,0.1,0,23.5,8.2,7.0,8.6,3.4,0
EMP-02671,Sales,Senior,Full-time,Remote,44,7.4,99700,5.4,0.0,7.7,3.2,3,30.6,7.6,8.6,6.9,4.9,0
EMP-02672,Marketing,Mid,Full-time,Hybrid,33,4.1,78900,5.6,8.3,5.5,0.1,1,14.9,7.4,8.0,7.5,1.2,0
EMP-02673,Customer Success,Mid,Full-time,On-site,30,4.3,54500,7.5,9.0,5.1,0.1,1,36.0,7.1,7.7,6.5,4.0,0
EMP-02674,Finance,Manager,Full-time,On-site,43,7.2,99500,7.4,8.3,7.9,3.8,2,28.8,6.3,6.6,6.5,8.6,0
EMP-02675,Sales,Mid,Full-time,Hybrid,29,1.7,64600,5.3,11.4,7.5,0.1,0,35.0,6.6,6.1,5.4,5.1,0
EMP-02676,HR,Mid,Full-time,Hybrid,36,4.2,57500,6.7,5.6,6.8,0.1,1,32.4,6.6,6.4,6.4,3.8,0
EMP-02677,Sales,Mid,Full-time,On-site,30,3.6,65500,6.2,0.0,6.8,0.1,1,23.8,6.9,6.7,6.7,7.6,0
EMP-02678,Engineering,Senior,Full-time,On-site,31,6.0,101600,5.8,5.9,6.5,2.7,2,15.1,6.7,6.6,5.2,11.9,0
EMP-02679,Finance,Mid,Full-time,On-site,31,5.1,71500,4.9,1.0,5.9,1.6,1,45.2,4.5,5.3,6.4,9.0,0
EMP-02680,HR,Senior,Full-time,On-site,45,7.5,104300,8.0,9.4,9.4,2.1,3,31.6,6.9,6.6,7.2,8.4,0
EMP-02681,Engineering,Entry,Full-time,On-site,25,2.7,64800,8.3,9.5,4.2,0.8,0,21.6,5.0,6.3,5.1,6.0,0
EMP-02682,Engineering,Manager,Full-time,Hybrid,39,7.0,136900,7.3,16.9,7.5,0.9,2,22.0,5.5,5.1,7.7,10.2,0
EMP-02683,Engineering,Mid,Full-time,On-site,39,2.2,85500,6.8,7.6,7.6,0.1,0,21.0,7.5,7.2,7.2,5.1,0
EMP-02684,Operations,Entry,Full-time,Hybrid,29,0.2,43400,3.4,7.3,9.1,0.1,0,38.9,7.8,8.3,7.8,4.2,0
EMP-02685,Customer Success,Manager,Full-time,Remote,39,5.5,108300,7.5,21.0,3.3,2.2,1,28.7,5.0,3.6,6.4,10.0,1
EMP-02686,Operations,Senior,Part-time,On-site,40,7.7,93500,7.6,16.4,8.2,3.6,2,26.8,6.8,5.4,5.9,4.8,1
EMP-02687,HR,Mid,Full-time,Hybrid,29,1.9,58400,4.2,5.9,4.9,0.1,0,14.1,6.6,6.9,5.1,5.9,0
EMP-02688,Operations,Senior,Full-time,Hybrid,38,8.9,89800,6.1,9.8,5.2,6.1,2,33.7,4.6,6.2,5.0,8.2,0
EMP-02689,Finance,Senior,Full-time,On-site,43,8.1,105000,8.9,4.0,8.3,5.0,2,12.5,5.9,7.0,8.4,10.3,0
EMP-02690,Sales,Entry,Full-time,On-site,28,1.3,60000,6.7,22.9,7.7,0.1,1,26.0,7.0,4.5,7.1,6.3,0
EMP-02691,Engineering,Senior,Part-time,Hybrid,39,5.9,87100,5.5,8.0,5.8,1.7,1,19.5,5.0,7.7,8.2,1.6,0
EMP-02692,Sales,Entry,Full-time,Remote,21,0.9,39800,7.6,3.6,8.9,0.3,0,18.5,7.0,7.3,7.0,7.7,0
EMP-02693,Engineering,Entry,Full-time,Hybrid,30,1.6,31000,6.2,7.6,6.8,0.1,0,26.5,5.4,7.7,7.4,11.3,0
EMP-02694,Operations,Entry,Part-time,Hybrid,30,3.0,45500,8.1,15.0,5.3,1.5,0,20.5,5.4,6.0,6.5,3.5,1
EMP-02695,Operations,Manager,Full-time,On-site,39,11.0,115100,7.4,5.9,8.6,10.0,3,30.0,7.6,7.7,8.6,1.8,0
EMP-02696,Marketing,Entry,Full-time,Hybrid,27,1.6,34400,6.0,15.9,7.8,0.1,0,24.8,5.3,4.2,7.5,5.8,0
EMP-02697,Finance,Entry,Full-time,On-site,21,1.5,62800,5.5,7.1,5.8,0.1,0,17.4,6.1,6.5,6.2,3.1,0
EMP-02698,Finance,Mid,Full-time,Hybrid,33,4.8,70100,5.6,10.0,5.1,1.7,1,24.0,6.5,7.2,7.1,6.0,0
EMP-02699,Customer Success,Mid,Full-time,Hybrid,37,5.9,56500,6.5,10.0,5.7,3.6,1,9.3,6.5,6.8,5.8,9.4,0
EMP-02700,Engineering,Senior,Full-time,Hybrid,35,9.0,92600,5.8,6.6,5.0,6.3,2,37.3,5.9,7.1,8.5,8.4,0
EMP-02701,HR,Senior,Full-time,Hybrid,32,5.6,77500,5.0,4.2,4.2,2.7,2,30.6,5.4,6.9,7.7,7.6,0
EMP-02702,Engineering,Senior,Full-time,Hybrid,44,7.0,90200,7.3,8.5,6.0,3.4,3,21.2,5.3,5.3,6.5,4.5,0
EMP-02703,Engineering,Senior,Full-time,Hybrid,38,6.3,98000,4.7,1.2,9.5,4.1,1,31.4,8.0,8.2,9.0,7.5,0
EMP-02704,Customer Success,Entry,Full-time,On-site,35,4.4,38300,9.7,15.5,9.8,0.1,1,22.7,5.8,8.5,7.1,10.3,0
EMP-02705,Engineering,Senior,Full-time,Hybrid,45,8.0,91200,5.6,1.5,8.1,5.2,2,33.6,5.6,6.8,8.2,1.9,0
EMP-02706,Sales,Mid,Full-time,On-site,36,5.2,59100,4.8,10.5,9.0,0.1,1,34.5,6.4,6.4,7.2,4.8,0
EMP-02707,Operations,Mid,Full-time,Hybrid,28,2.8,61900,5.1,3.4,8.5,0.1,0,18.9,7.7,7.9,6.5,9.9,0
EMP-02708,Customer Success,Entry,Full-time,On-site,22,0.2,60200,9.1,22.8,7.8,0.1,0,41.2,5.9,5.9,5.4,2.8,0
EMP-02709,Sales,Mid,Full-time,Hybrid,30,3.0,67000,6.1,4.9,6.2,0.6,0,11.6,5.7,5.7,4.7,0.0,0
EMP-02710,Customer Success,Senior,Full-time,Hybrid,30,5.5,89200,7.5,10.1,7.9,2.1,1,21.2,6.4,6.1,9.4,10.1,0
EMP-02711,Engineering,Mid,Full-time,Hybrid,39,7.1,59600,7.1,9.7,8.6,2.3,2,30.6,7.7,5.7,7.0,4.4,0
EMP-02712,Sales,Mid,Full-time,Hybrid,31,3.6,65000,6.2,0.0,8.2,0.1,2,11.3,7.6,7.0,8.0,4.7,0
EMP-02713,HR,Manager,Full-time,Remote,36,8.7,94200,6.7,9.3,7.1,5.8,2,26.8,6.6,8.1,6.3,9.1,0
EMP-02714,Sales,Manager,Full-time,Hybrid,42,7.7,96000,6.2,13.2,10.0,2.9,2,26.7,5.1,7.3,7.6,6.0,0
EMP-02715,Operations,Entry,Full-time,On-site,24,2.0,49000,7.9,8.8,5.9,0.1,0,44.4,6.7,5.6,5.0,7.2,0
EMP-02716,HR,Mid,Full-time,On-site,29,5.2,76300,3.8,0.0,8.8,3.3,1,18.5,9.5,8.5,6.0,5.4,0
EMP-02717,HR,Entry,Full-time,On-site,22,2.2,35000,6.6,8.0,5.5,0.1,0,35.2,4.8,4.8,6.9,6.1,0
EMP-02718,Engineering,Entry,Part-time,Hybrid,25,0.2,58900,6.2,6.4,4.9,0.1,1,18.8,6.3,6.4,6.6,11.3,0
EMP-02719,Engineering,Entry,Full-time,Hybrid,36,4.6,43700,6.6,5.2,6.8,2.3,2,37.9,8.6,7.6,6.6,5.5,0
EMP-02720,Engineering,Senior,Full-time,On-site,40,7.5,100500,6.2,7.6,6.5,5.7,2,26.1,4.6,5.2,6.4,4.5,1
EMP-02721,Finance,Senior,Part-time,Hybrid,30,5.4,86100,4.5,0.0,9.0,2.1,2,14.0,7.2,7.9,7.9,5.8,0
EMP-02722,Customer Success,Entry,Full-time,On-site,21,0.2,40300,6.4,14.6,6.9,0.1,1,26.6,5.0,6.4,5.0,7.5,0
EMP-02723,Operations,Entry,Full-time,Hybrid,26,1.5,46200,8.6,17.3,5.9,0.1,0,34.2,6.1,5.6,5.1,9.0,1
EMP-02724,Engineering,Mid,Part-time,On-site,29,4.0,67600,7.2,13.1,8.0,1.3,1,18.1,6.2,7.2,6.5,4.3,0
EMP-02725,Customer Success,Mid,Full-time,Remote,44,7.0,61000,7.0,11.4,6.9,6.6,2,12.6,6.6,8.8,9.1,6.0,0
EMP-02726,Operations,Mid,Full-time,Hybrid,48,6.5,60500,4.5,9.7,6.6,2.5,1,30.3,7.3,6.6,6.4,5.0,0
EMP-02727,Marketing,Entry,Full-time,On-site,27,2.4,47900,6.0,11.4,5.8,0.1,0,43.9,7.1,6.9,8.8,10.4,0
EMP-02728,Sales,Manager,Full-time,On-site,47,10.1,112500,6.4,9.5,8.5,6.9,2,10.0,5.8,7.6,7.7,7.1,0
EMP-02729,Engineering,Entry,Full-time,Hybrid,23,0.2,61800,8.3,3.5,7.0,0.1,0,51.6,7.5,6.5,5.7,8.3,0
EMP-02730,Customer Success,Entry,Full-time,Hybrid,28,0.2,30000,7.3,14.5,5.7,0.1,0,34.9,7.3,7.4,6.2,8.8,0
EMP-02731,Engineering,Senior,Full-time,On-site,40,7.5,100500,6.2,4.7,6.0,6.1,2,29.3,6.5,4.9,4.3,5.5,0
EMP-02732,Engineering,Entry,Part-time,Hybrid,33,2.3,44400,8.9,11.9,7.5,0.1,0,14.0,7.1,5.1,5.5,0.3,0
EMP-02733,Operations,Entry,Full-time,On-site,22,0.2,52900,6.4,7.8,4.4,0.1,1,27.8,6.0,6.8,8.1,9.0,0
EMP-02734,Engineering,Entry,Full-time,Hybrid,39,5.9,48800,6.4,3.2,7.7,0.3,1,21.2,6.2,6.2,5.1,1.4,0
EMP-02735,Operations,Mid,Full-time,Remote,42,5.8,56900,4.5,1.5,4.9,3.2,1,18.5,5.4,6.2,7.1,5.0,0
EMP-02736,Engineering,Entry,Full-time,On-site,28,0.8,37000,7.7,24.8,3.6,0.1,0,23.9,5.0,2.7,4.6,7.0,1
EMP-02737,Engineering,Mid,Full-time,Hybrid,40,7.0,65700,5.1,0.5,7.7,3.9,2,24.0,7.6,8.0,7.2,6.0,0
EMP-02738,Engineering,Mid,Full-time,On-site,35,5.1,72900,4.6,4.5,8.7,0.5,1,35.1,7.4,5.7,7.7,0.0,0
EMP-02739,Sales,Mid,Full-time,Hybrid,33,4.6,54600,4.0,0.0,5.0,0.1,1,18.7,7.1,8.3,5.7,1.7,0
EMP-02740,Finance,Entry,Full-time,Remote,30,2.8,44000,7.2,4.5,7.7,0.1,0,34.3,8.2,4.4,6.9,0.6,0
EMP-02741,Customer Success,Mid,Full-time,On-site,26,1.5,50600,5.9,4.0,7.2,0.1,0,15.8,6.7,6.3,6.7,11.2,0
EMP-02742,Operations,Senior,Full-time,Remote,39,8.3,93600,6.8,11.1,7.6,3.6,2,34.5,5.7,5.9,8.5,10.2,0
EMP-02743,Finance,Manager,Full-time,Hybrid,41,7.9,117400,6.2,2.6,7.6,4.1,2,20.1,8.2,8.9,8.7,2.9,0
EMP-02744,Sales,Entry,Full-time,On-site,27,1.4,30000,6.5,10.7,7.7,0.1,1,29.6,6.2,7.0,6.0,5.7,0
EMP-02745,Customer Success,Mid,Full-time,On-site,29,3.7,67200,5.4,0.0,9.8,1.1,1,13.8,7.7,8.4,7.4,0.0,0
EMP-02746,Engineering,Mid,Full-time,On-site,43,5.7,64000,5.1,6.5,5.9,0.1,1,15.4,6.6,7.5,7.4,3.6,0
EMP-02747,Marketing,Manager,Part-time,Remote,29,4.2,118000,4.8,0.0,7.5,0.1,2,4.0,7.0,7.6,6.3,5.0,0
EMP-02748,Customer Success,Mid,Full-time,Hybrid,23,2.8,77300,7.2,12.0,6.5,0.1,0,37.8,5.3,6.2,5.6,5.4,1
EMP-02749,Finance,Mid,Full-time,Remote,40,6.8,72700,6.1,6.3,5.8,5.6,1,18.8,5.5,6.6,6.3,0.0,0
EMP-02750,Engineering,Mid,Full-time,On-site,28,4.1,89100,8.1,12.8,7.6,0.1,1,24.3,4.5,3.7,4.7,4.8,0
EMP-02751,Operations,Mid,Full-time,Hybrid,29,4.7,66800,7.5,10.0,8.5,1.5,1,31.4,6.6,7.4,7.1,12.5,0
EMP-02752,Operations,Senior,Full-time,On-site,48,10.0,87100,7.1,12.5,8.3,8.5,2,11.7,5.8,6.6,7.1,7.6,0
EMP-02753,Marketing,Entry,Full-time,Hybrid,32,3.5,51200,4.0,1.9,5.8,0.1,1,13.8,6.4,6.3,9.1,0.0,0
EMP-02754,Engineering,Manager,Full-time,On-site,38,7.9,116100,3.6,16.8,6.2,4.3,2,23.2,7.9,7.0,7.3,8.2,0
EMP-02755,Sales,Mid,Full-time,Hybrid,24,4.4,65500,10.0,20.5,7.7,1.6,1,18.9,4.9,4.1,8.5,13.1,0
EMP-02756,Sales,Mid,Full-time,Hybrid,29,4.4,55800,6.8,2.9,9.5,1.0,2,35.7,5.3,7.7,7.8,10.2,0
EMP-02757,Customer Success,Manager,Full-time,Remote,36,8.5,108300,6.0,10.1,9.1,4.8,3,17.7,6.3,6.0,8.9,4.3,0
EMP-02758,Engineering,Senior,Full-time,On-site,30,7.3,102700,4.8,5.4,8.3,6.7,2,7.5,6.7,7.8,8.4,6.2,0
EMP-02759,Sales,Entry,Full-time,On-site,35,2.6,38900,6.3,6.2,10.0,0.1,0,34.6,6.9,7.8,7.4,4.8,0
EMP-02760,Customer Success,Mid,Full-time,Hybrid,28,2.2,66400,6.9,6.4,8.2,0.8,0,32.5,6.3,5.8,7.1,7.6,0
EMP-02761,Operations,Entry,Full-time,Hybrid,29,3.7,40500,6.5,10.9,5.9,2.8,1,3.8,5.8,5.5,5.6,10.4,0
EMP-02762,Operations,Manager,Full-time,On-site,46,10.6,100700,2.5,0.0,6.1,6.5,4,29.2,7.0,6.8,8.5,7.0,0
EMP-02763,Marketing,Mid,Full-time,Remote,32,4.6,75300,7.0,19.3,6.2,1.1,2,23.4,6.3,6.0,5.8,7.4,0
EMP-02764,Engineering,Senior,Full-time,Remote,35,5.6,77900,5.5,0.0,6.8,2.7,1,29.4,5.3,6.1,6.0,4.4,0
EMP-02765,Customer Success,Mid,Full-time,Hybrid,33,5.1,61600,6.9,20.6,3.7,4.5,1,17.5,7.4,4.4,5.4,0.7,0
EMP-02766,HR,Mid,Full-time,Hybrid,24,2.9,74800,4.1,1.1,5.5,0.1,1,17.4,7.3,8.2,7.5,9.0,0
EMP-02767,Sales,Senior,Full-time,On-site,43,9.0,101200,4.1,3.6,8.1,5.0,2,24.0,7.4,7.9,9.1,1.1,0
EMP-02768,Engineering,Entry,Full-time,Hybrid,31,2.3,68100,5.6,2.2,7.6,0.1,0,22.2,6.4,7.6,7.4,0.7,0
EMP-02769,Sales,Senior,Full-time,Remote,46,9.1,97400,7.9,4.7,6.2,7.3,2,41.8,3.9,4.4,6.0,4.7,1
EMP-02770,Customer Success,Mid,Full-time,Hybrid,30,3.7,53300,5.1,4.5,7.8,2.9,1,30.4,6.6,7.3,7.2,0.0,0
EMP-02771,HR,Mid,Part-time,Hybrid,32,7.6,69400,4.5,0.0,5.7,3.5,2,24.1,7.5,7.5,8.0,4.2,0
EMP-02772,HR,Senior,Full-time,On-site,36,5.9,97900,4.9,1.4,8.4,0.1,2,17.0,8.8,10.0,10.0,1.6,0
EMP-02773,Engineering,Mid,Full-time,Hybrid,35,5.0,66000,7.7,16.8,5.9,1.6,1,15.9,6.6,5.4,7.3,8.7,0
EMP-02774,Finance,Senior,Full-time,Hybrid,40,9.2,91000,6.0,9.7,7.2,9.1,2,28.3,7.3,7.3,9.2,8.3,0
EMP-02775,Customer Success,Manager,Full-time,On-site,42,9.1,105300,6.6,15.1,6.1,5.2,2,0.4,4.9,5.4,6.6,8.8,0
EMP-02776,Marketing,Mid,Full-time,On-site,44,7.3,71500,4.1,6.3,7.6,4.0,3,37.4,5.3,7.9,7.7,7.4,0
EMP-02777,Operations,Entry,Full-time,Hybrid,28,0.2,35300,7.1,13.5,6.1,0.1,0,16.2,6.5,5.8,5.4,6.9,0
EMP-02778,Operations,Mid,Full-time,Hybrid,33,4.3,52700,7.3,22.2,5.8,0.8,1,17.1,4.6,5.0,8.9,5.6,0
EMP-02779,Customer Success,Senior,Full-time,Hybrid,34,7.7,88300,5.6,0.7,4.6,3.7,2,7.3,6.0,5.4,7.0,6.9,0
EMP-02780,Engineering,Mid,Part-time,Hybrid,34,3.7,71100,5.6,0.0,7.9,0.1,1,29.1,6.1,7.4,7.9,2.8,0
EMP-02781,HR,Entry,Full-time,Hybrid,25,3.3,51300,6.7,20.9,6.2,1.5,0,41.3,3.4,5.6,7.9,7.4,1
EMP-02782,HR,Mid,Full-time,Hybrid,22,1.6,60400,8.5,0.0,8.8,0.1,0,18.6,7.7,7.3,8.0,0.0,0
EMP-02783,Marketing,Mid,Full-time,On-site,29,2.7,58400,6.7,2.9,4.4,1.2,0,33.6,4.6,5.8,7.2,7.6,1
EMP-02784,Operations,Mid,Full-time,Hybrid,26,5.7,54700,6.5,6.2,7.7,3.1,1,21.5,8.9,7.9,7.8,8.0,0
EMP-02785,Sales,Mid,Full-time,On-site,35,3.7,57400,6.5,4.6,7.2,0.1,1,37.4,7.6,7.8,6.6,7.2,0
EMP-02786,Sales,Senior,Full-time,Hybrid,36,3.7,101600,6.8,10.8,6.3,0.3,1,31.0,6.2,3.3,4.6,5.6,0
EMP-02787,HR,Entry,Full-time,On-site,30,2.5,41900,6.2,7.6,6.2,0.1,1,54.6,6.1,3.4,6.3,11.1,0
EMP-02788,Sales,Mid,Full-time,Hybrid,27,1.0,57800,9.9,20.2,9.0,0.1,0,13.8,4.5,5.7,6.2,14.9,0
EMP-02789,Customer Success,Entry,Full-time,Remote,21,0.2,40100,6.4,9.0,6.8,0.1,1,18.1,4.8,5.2,5.7,6.8,0
EMP-02790,Sales,Mid,Full-time,Hybrid,38,4.2,67700,6.9,6.6,6.4,0.1,1,26.2,5.8,7.0,7.6,6.6,0
EMP-02791,Engineering,Manager,Full-time,Hybrid,36,8.4,115700,7.2,3.4,8.5,4.7,2,26.5,7.7,7.4,9.6,8.0,0
EMP-02792,Customer Success,Mid,Full-time,On-site,37,4.9,60800,6.2,12.7,7.6,2.0,1,30.3,5.9,8.7,6.7,10.2,0
EMP-02793,Operations,Entry,Full-time,Hybrid,25,2.8,46300,7.7,22.8,7.8,0.1,1,38.0,4.1,3.8,5.7,10.4,1
EMP-02794,Marketing,Mid,Part-time,Hybrid,29,5.1,79300,5.5,12.0,8.9,3.4,1,17.6,7.4,6.2,6.7,7.8,0
EMP-02795,Engineering,Entry,Full-time,Hybrid,34,4.0,69100,6.5,12.7,6.8,0.1,1,34.3,5.9,5.5,7.5,9.5,0
EMP-02796,Sales,Mid,Full-time,Hybrid,37,4.7,57100,5.8,6.1,8.4,1.3,1,25.9,7.6,6.7,6.6,7.6,0
EMP-02797,Operations,Entry,Full-time,On-site,22,0.6,45100,4.5,10.3,7.5,0.1,0,23.2,6.4,6.1,7.2,0.0,0
EMP-02798,Operations,Entry,Full-time,Hybrid,33,2.1,43000,7.6,9.3,6.4,0.1,0,27.8,5.6,6.4,7.5,8.0,0
EMP-02799,Sales,Entry,Full-time,Hybrid,23,0.2,51900,4.0,0.0,9.0,0.1,0,37.1,7.9,6.9,6.1,1.0,0
EMP-02800,Operations,Senior,Full-time,Hybrid,30,2.5,97300,6.4,22.9,5.5,0.1,0,19.6,5.2,5.3,4.3,12.4,0
EMP-02801,Marketing,Mid,Full-time,On-site,32,3.1,54200,5.4,2.7,3.5,2.0,0,0.0,8.8,6.3,5.1,7.3,0
EMP-02802,Sales,Senior,Full-time,On-site,49,9.6,97000,7.1,8.3,6.4,4.5,2,29.9,6.0,7.2,7.2,7.3,0
EMP-02803,Customer Success,Mid,Full-time,Hybrid,21,2.5,52200,5.8,18.0,5.9,0.1,0,11.7,5.7,5.1,8.8,6.1,0
EMP-02804,Engineering,Mid,Full-time,Remote,24,3.2,78100,6.3,10.4,7.4,0.5,0,25.8,7.6,5.1,5.2,4.0,0
EMP-02805,Engineering,Mid,Full-time,Hybrid,30,4.0,73400,6.3,7.7,7.4,1.5,1,0.0,7.5,7.4,6.0,9.4,0
EMP-02806,Sales,Mid,Full-time,On-site,35,5.1,70700,5.4,14.0,7.2,1.5,1,31.7,5.4,7.9,8.2,13.7,0
EMP-02807,Finance,Entry,Full-time,On-site,30,3.7,55500,5.0,0.0,4.4,0.9,2,39.7,6.6,6.2,6.0,5.0,0
EMP-02808,Operations,Mid,Full-time,Hybrid,34,7.0,60900,4.2,8.5,6.8,2.5,3,0.0,7.4,7.1,7.1,8.6,0
EMP-02809,HR,Entry,Full-time,On-site,21,3.3,34000,5.3,7.7,7.0,0.1,0,20.4,6.2,7.2,5.4,7.8,0
EMP-02810,Operations,Mid,Full-time,Remote,28,2.5,54300,7.5,26.0,6.6,0.1,0,24.7,6.4,8.8,7.6,3.7,0
EMP-02811,Engineering,Senior,Full-time,Remote,43,7.5,100000,9.7,22.5,6.5,5.1,2,21.1,5.2,7.1,9.5,5.3,1
EMP-02812,Operations,Mid,Full-time,On-site,29,5.8,68000,5.5,7.6,8.5,0.8,2,16.6,7.0,7.1,8.1,5.7,0
EMP-02813,Engineering,Senior,Full-time,Hybrid,42,10.2,103900,9.4,20.5,5.1,5.4,2,18.5,6.1,5.7,8.2,7.5,1
EMP-02814,Engineering,Entry,Full-time,On-site,32,6.5,48900,7.9,8.0,7.8,1.8,2,21.2,6.6,5.9,6.4,7.2,0
EMP-02815,Sales,Senior,Full-time,On-site,38,6.9,83000,7.6,3.8,7.6,5.1,1,25.9,6.0,6.2,5.7,4.5,0
EMP-02816,Sales,Mid,Full-time,Hybrid,40,5.8,66600,6.6,7.1,7.7,2.2,1,13.6,7.2,7.8,6.4,2.4,0
EMP-02817,Operations,Manager,Full-time,Hybrid,43,8.2,113100,6.2,18.0,7.3,2.9,2,6.5,5.4,6.7,9.6,1.2,0
EMP-02818,Customer Success,Manager,Full-time,On-site,37,9.5,101800,8.4,7.6,7.0,8.4,2,0.0,4.7,2.7,6.2,14.1,1
EMP-02819,Sales,Entry,Full-time,Hybrid,35,2.2,37800,6.9,4.6,5.5,0.1,0,39.2,6.8,7.1,9.0,7.1,0
EMP-02820,Customer Success,Entry,Part-time,Hybrid,29,2.2,36400,7.5,22.4,6.1,0.1,0,24.9,6.1,6.2,6.9,7.6,0
EMP-02821,HR,Mid,Full-time,Hybrid,21,1.7,67300,5.6,0.0,8.6,0.6,1,26.7,7.1,7.4,5.9,2.6,0
EMP-02822,Sales,Entry,Part-time,On-site,25,1.3,49100,7.5,7.8,8.9,0.1,0,31.0,6.4,7.9,7.4,6.9,0
EMP-02823,Operations,Mid,Full-time,Hybrid,32,4.9,59900,6.0,10.6,6.7,0.1,2,35.3,6.2,6.0,6.2,5.1,1
EMP-02824,Marketing,Mid,Full-time,Hybrid,21,1.8,68400,5.5,12.0,7.2,0.1,0,41.2,6.0,6.6,8.0,13.1,0
EMP-02825,Customer Success,Mid,Full-time,Hybrid,24,0.3,50000,7.9,13.4,7.0,0.1,0,19.5,6.3,5.9,8.4,4.3,0
EMP-02826,Operations,Mid,Full-time,On-site,31,4.0,59400,6.0,8.6,8.7,3.2,1,6.1,7.0,6.0,7.2,1.5,0
EMP-02827,Customer Success,Mid,Full-time,Hybrid,34,4.6,71700,6.7,4.1,6.2,0.5,1,12.9,5.7,6.3,4.7,1.2,0
EMP-02828,Marketing,Mid,Full-time,On-site,32,5.1,75300,2.6,0.0,7.8,2.5,1,14.7,9.0,8.7,8.4,0.8,0
EMP-02829,Sales,Senior,Part-time,Hybrid,38,8.3,85900,7.4,7.2,9.0,5.9,2,27.8,6.3,5.7,9.5,5.4,1
EMP-02830,Customer Success,Manager,Full-time,Hybrid,36,10.4,98200,5.9,8.7,7.1,8.6,2,23.3,7.4,8.1,8.4,8.0,0
EMP-02831,Engineering,Mid,Full-time,Hybrid,25,0.7,81500,8.3,15.4,6.9,0.1,0,17.3,6.9,4.8,5.0,4.4,0
EMP-02832,Sales,Mid,Full-time,On-site,25,5.0,81800,8.3,11.1,7.1,3.2,1,15.4,8.0,7.2,5.2,6.0,0
EMP-02833,HR,Mid,Full-time,On-site,26,3.8,77600,5.9,11.8,8.2,3.9,1,24.1,4.0,6.2,7.0,4.4,0
EMP-02834,Finance,Mid,Full-time,Hybrid,36,3.6,61300,7.5,14.2,8.0,0.7,1,13.0,7.1,6.2,4.2,6.3,0
EMP-02835,Finance,Mid,Full-time,On-site,38,4.9,70700,6.1,17.4,8.2,3.1,1,11.5,4.6,5.0,7.2,4.5,0
EMP-02836,Sales,Mid,Full-time,On-site,26,2.1,59600,5.9,8.0,8.4,0.1,0,22.6,6.1,7.6,7.2,8.3,0
EMP-02837,Finance,Mid,Full-time,On-site,34,5.3,70200,7.5,10.9,7.6,1.6,1,13.3,5.9,8.6,6.1,8.2,0
EMP-02838,Sales,Mid,Part-time,Remote,47,6.7,57300,4.8,1.1,6.1,5.4,1,14.2,5.5,5.9,8.1,2.2,0
EMP-02839,Sales,Entry,Full-time,On-site,22,1.4,47300,5.1,0.0,8.0,0.1,0,15.6,7.1,8.3,6.7,11.7,0
EMP-02840,HR,Mid,Full-time,Hybrid,41,7.7,77300,4.7,2.4,5.3,5.1,2,36.7,7.4,5.8,6.4,6.9,0
EMP-02841,Operations,Entry,Full-time,Remote,24,0.2,52800,5.9,7.9,6.0,0.1,1,31.0,8.7,7.8,7.0,2.0,0
EMP-02842,Customer Success,Mid,Full-time,On-site,23,3.3,56300,7.3,27.8,7.9,0.1,1,18.4,5.2,4.9,4.9,11.1,0
EMP-02843,Finance,Mid,Full-time,Hybrid,30,5.6,72500,5.8,5.2,10.0,0.8,1,23.8,7.1,6.3,5.9,0.2,0
EMP-02844,Sales,Mid,Full-time,Hybrid,36,5.3,73700,5.3,4.4,7.5,0.1,2,17.8,6.6,6.6,4.2,9.8,0
EMP-02845,Marketing,Manager,Full-time,On-site,34,6.6,128400,7.6,19.2,6.9,4.3,1,29.1,4.8,6.3,7.5,11.4,0
EMP-02846,Sales,Mid,Full-time,Hybrid,26,3.2,70100,6.9,23.8,6.6,2.1,0,18.3,6.0,6.6,8.0,5.6,0
EMP-02847,Operations,Senior,Full-time,On-site,43,8.7,77600,7.8,22.1,6.2,4.7,2,13.7,6.5,6.4,7.2,7.4,1
EMP-02848,HR,Entry,Full-time,Remote,24,0.2,40700,6.8,4.6,9.3,0.1,1,34.7,8.2,7.3,7.8,5.0,0
EMP-02849,Marketing,Senior,Full-time,On-site,35,7.3,95600,5.6,6.5,8.2,2.6,2,20.3,5.2,5.4,8.5,4.2,0
EMP-02850,Engineering,Senior,Full-time,Remote,39,8.3,108200,6.3,3.8,7.8,3.8,2,44.8,5.7,6.0,6.5,11.8,0
EMP-02851,Customer Success,Entry,Full-time,Remote,22,0.2,30000,8.6,3.0,6.4,0.1,1,15.1,5.1,6.4,6.9,5.0,0
